,Company,Origin,REF,ReviewDate,CocoaPercent,CompanyLocation,Rating,BeanType,Country,Blend,Domestic
526,Dean and Deluca (Belcolade),Ghana,175,2007,60.0,U.S.A.,3.0,Forastero,Ghana,0,0
527,Dean and Deluca (Belcolade),Papua New Guinea,180,2007,64.0,U.S.A.,3.0,Unknown,Papua New Guinea,0,0
528,Dean and Deluca (Belcolade),Peru,180,2007,64.0,U.S.A.,3.0,Unknown,Peru,0,0
529,Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,64.0,France,3.0,Unknown,Papua New Guinea,0,0
530,Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,66.0,France,3.75,Unknown,Venezuela,0,0
531,Desbarres,"Kilombero, batch 41",1916,2016,72.0,Canada,2.5,Unknown,Tanzania,1,0
532,DeVries,Bolivian,241,2008,80.0,U.S.A.,2.75,Unknown,Bolivia,0,0
533,DeVries,Costa Rica,166,2007,77.0,U.S.A.,3.5,Trinitario,Costa Rica,0,0
534,DeVries,Dominican Republic,166,2007,77.0,U.S.A.,3.5,Unknown,Dominican Republic,0,0
535,Dick Taylor,Lanquin Estate,1952,2017,70.0,U.S.A.,3.75,Unknown,Guatemala,0,0
536,Dick Taylor,Tien Giang,1864,2016,78.0,U.S.A.,3.5,Trinitario,Vietnam,0,0
537,Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,70.0,U.S.A.,3.75,Unknown,Bolivia,1,0
538,Dick Taylor,Elvesia,1235,2014,74.0,U.S.A.,3.5,Unknown,Dominican Republic,0,0
539,Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,70.0,U.S.A.,3.25,Unknown,Ecuador,1,0
540,Dick Taylor,Camino Verde,1193,2013,76.0,U.S.A.,3.5,Unknown,Ecuador,0,0
541,Dick Taylor,Bolivia,895,2012,75.0,U.S.A.,2.75,Unknown,Bolivia,0,0
542,Dick Taylor,Belize,955,2012,72.0,U.S.A.,2.75,Trinitario,Belize,0,0
543,Dick Taylor,Sambirano,661,2011,80.0,U.S.A.,2.75,Trinitario,Madagascar,0,0
544,Dick Taylor,Sambirano,661,2011,72.0,U.S.A.,3.0,Trinitario,Madagascar,0,0
545,Dick Taylor,Mantuano,682,2011,75.0,U.S.A.,2.75,Criollo,Venezuela,0,0
546,Dick Taylor,La Red,769,2011,74.0,U.S.A.,3.0,Unknown,Dominican Republic,0,0
547,Dick Taylor,Ecuador,769,2011,70.0,U.S.A.,3.25,Unknown,Ecuador,0,0
548,Doble & Bignall,Puerto Cabello,1688,2015,85.0,U.K.,3.0,Unknown,Venezuela,0,0
549,Doble & Bignall,"Panama, Raven",1371,2014,72.0,U.K.,3.25,Unknown,Panama,1,0
550,Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,72.0,U.K.,3.25,Trinitario,Venezuela,1,0
551,Doble & Bignall,Johe,1407,2014,72.0,U.K.,3.5,"Criollo,  Trinitario",Nicaragua,1,0
552,Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,70.0,U.S.A.,3.75,Unknown,Hawaii,1,0
553,Dolfin (Belcolade),Africa,304,2008,88.0,Belgium,3.0,Forastero,West Africa,0,0
554,Dolfin (Belcolade),Noir,63,2006,70.0,Belgium,1.5,Unknown,Unknown,0,0
555,Domori,Hacienda Victoria,1672,2015,70.0,Italy,3.75,Unknown,Ecuador,0,0
556,Domori,Ocumare 77,1672,2015,70.0,Italy,3.75,Criollo,Venezuela,0,0
557,Domori,"IL100, H. San Jose",1109,2013,100.0,Italy,3.0,Criollo,Venezuela,1,0
558,Domori,Morogoro,863,2012,70.0,Italy,3.5,Unknown,Tanzania,0,0
559,Domori,Guasare,863,2012,70.0,Italy,3.75,Criollo,Venezuela,0,0
560,Domori,"Canoabo, Hacienda San Jose",693,2011,70.0,Italy,3.5,Criollo,Venezuela,1,0
561,Domori,"Chuao, Hacienda San Jose",470,2010,70.0,Italy,3.0,Trinitario,Venezuela,1,0
562,Domori,"Carupano, H. San Jose",227,2008,70.0,Italy,3.0,Trinitario,Venezuela,1,0
563,Domori,Teyuna,272,2008,70.0,Italy,3.0,Unknown,Colombia,0,0
564,Domori,Blend No. 1,272,2008,78.0,Italy,3.5,Blend,Unknown,1,0
565,Domori,Ilblend,272,2008,70.0,Italy,3.75,Blend,Unknown,1,0
566,Domori,Porcelana,111,2007,70.0,Italy,4.0,Criollo,Venezuela,0,0
567,Domori,"Ocumare 61, Puertomar",129,2007,75.0,Italy,3.25,Criollo,Venezuela,1,0
568,Domori,Granella,135,2007,60.0,Italy,3.25,Trinitario,Venezuela,0,0
569,Domori,Madagascar,135,2007,70.0,Italy,3.5,Trinitario,Madagascar,0,0
570,Domori,Madagared,192,2007,70.0,Italy,3.5,Criollo,Madagascar,0,0
571,Domori,"Java, Javablond",192,2007,70.0,Italy,3.75,Criollo,Indonesia,1,0
572,Domori,Ecuador,192,2007,70.0,Italy,4.0,Forastero,Ecuador,0,0
573,Domori,"Ocumare 67, Puertofino",192,2007,70.0,Italy,4.0,Criollo,Venezuela,1,0
574,Domori,Sur del Lago Classificado,87,2006,70.0,Italy,3.0,Trinitario,Venezuela,0,0
575,Domori,Apurimac,87,2006,70.0,Italy,3.25,Trinitario,Peru,0,0
576,Domori,Carenero Superior,87,2006,70.0,Italy,3.5,Trinitario,Venezuela,0,0
577,Dormouse,Non Pariel Estate,1880,2016,75.0,U.K.,2.75,Trinitario,Grenada,0,0
578,Dormouse,"Rio Caribe, Batch 7",1672,2015,70.0,U.K.,2.5,Trinitario,Venezuela,1,0
579,Dormouse,"Colombia, Batch 9",1676,2015,80.0,U.K.,2.75,"Criollo,  Trinitario",Colombia,1,0
580,Dormouse,"Madagascar, Batch 8",1676,2015,77.0,U.K.,2.75,"Criollo,  Trinitario",Madagascar,1,0
581,Duffy's,"Rio Dulce, Xoco",1662,2015,70.0,U.K.,4.0,Criollo,Guatemala,1,0
582,Duffy's,"Chuno, Xoco",1331,2014,70.0,U.K.,3.5,Criollo,Nicaragua,1,0
583,Duffy's,"Rico Rugoso, Xoco",1331,2014,76.0,U.K.,3.75,Criollo,Nicaragua,1,0
584,Duffy's,Ocumare,923,2012,72.0,U.K.,3.75,Unknown,Venezuela,0,0
585,Duffy's,"Indio Rojo, Xoco",623,2011,72.0,U.K.,3.75,Criollo,Honduras,1,0
586,Duffy's,Dominican Republic,661,2011,65.0,U.K.,3.5,Unknown,Dominican Republic,0,0
587,Duffy's,"Bocas del Toro, Tierra Oscura",697,2011,72.0,U.K.,3.0,Unknown,Panama,1,0
588,Duffy's,"Nicaliso, Xoco",697,2011,71.0,U.K.,3.25,Criollo,Nicaragua,1,0
589,Duffy's,Ocumare,765,2011,71.0,U.K.,3.5,Unknown,Venezuela,0,0
590,Duffy's,Panama,516,2010,70.0,U.K.,3.5,Unknown,Panama,0,0
591,Duffy's,"Corazon del Ecuador, Calceta beans",516,2010,72.0,U.K.,3.75,Unknown,Ecuador,1,0
592,Duffy's,Star of Ecuador,523,2010,70.0,U.K.,2.5,Unknown,Ecuador,0,0
593,Duffy's,Star of Peru,523,2010,70.0,U.K.,3.75,Unknown,Peru,0,0
594,Dulcinea,Dominican Republic,1506,2015,70.0,U.S.A.,3.25,Unknown,Dominican Republic,0,0
595,Durand,Madagascar,841,2012,82.0,France,2.75,Trinitario,Madagascar,0,0
596,Durci,"Maranon, Joya Rara",1626,2015,70.0,U.S.A.,3.5,Forastero,Peru,1,0
597,Durci,"Rio Caribe, Tepui Treasure",1626,2015,70.0,U.S.A.,3.5,Trinitario,Venezuela,1,0
598,Durci,Taino Secret,1630,2015,70.0,U.S.A.,3.25,Unknown,Dominican Republic,0,0
599,Durci,"Carenero, Empyrean Sabor",1630,2015,70.0,U.S.A.,3.25,Trinitario,Venezuela,1,0
600,Durci,Corona Arriba,1630,2015,70.0,U.S.A.,4.0,Unknown,Ecuador,0,0
601,East Van Roasters,Peru,1343,2014,70.0,Canada,3.25,Unknown,Peru,0,0
602,East Van Roasters,Madagascar,1343,2014,70.0,Canada,3.5,Trinitario,Madagascar,0,0
603,East Van Roasters,Dominican Republic,1343,2014,70.0,Canada,3.75,Unknown,Dominican Republic,0,0
604,Eau de Rose,Tumaco,1812,2016,70.0,Canada,3.25,Unknown,Colombia,0,0
605,Eau de Rose,Arauca,1812,2016,70.0,Canada,3.25,Unknown,Colombia,0,0
606,Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,72.0,U.S.A.,2.75,Forastero,Peru,1,0
607,Edelmond,Porcelana,1876,2016,68.0,Germany,3.0,Criollo,Venezuela,0,0
608,El Ceibo,"Alto Beni, Covendo Region",709,2011,75.0,Bolivia,3.75,Unknown,Bolivia,1,1
609,El Ceibo,Alto Beni,252,2008,71.0,Bolivia,2.75,Unknown,Bolivia,0,1
610,El Rey,San Joaquin,1662,2015,70.0,Venezuela,3.75,Unknown,Venezuela,0,1
611,El Rey,"Rio Caribe, Cariaco",439,2009,60.5,Venezuela,2.75,Trinitario,Venezuela,1,1
612,El Rey,"Rio Caribe, Macuro",439,2009,70.0,Venezuela,3.0,Trinitario,Venezuela,1,1
613,El Rey,"Carenero Superior, Apamate",206,2008,74.0,Venezuela,2.5,Criollo,Venezuela,1,1
614,El Rey,"Carenero Superior, Bucare",206,2008,58.0,Venezuela,2.5,Criollo,Venezuela,1,1
615,El Rey,"Carenero Superior, Mijao",206,2008,61.0,Venezuela,3.0,Criollo,Venezuela,1,1
616,El Rey,"Carenero Superior, Gran Saman",32,2006,70.0,Venezuela,2.75,Criollo,Venezuela,1,1
617,Emerald Estate,Emerald Estate,1137,2013,60.0,St. Lucia,2.75,Unknown,St Lucia,0,0
618,Emerald Estate,Emerald Estate,1137,2013,70.0,St. Lucia,3.25,Unknown,St Lucia,0,0
619,Emily's,Patanemo,1450,2015,79.0,Japan,3.0,Unknown,Venezuela,0,0
620,Emily's,Peru,1454,2015,78.0,Japan,3.5,Criollo,Peru,0,0
621,ENNA,"Wampusirpi, batch 007",1916,2016,75.0,U.S.A.,3.25,Unknown,Honduras,1,0
622,Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,80.0,Spain,3.25,Forastero,"Sao Tome,  Principe",0,0
623,Erithaj (A. Morin),Ben Tre,1205,2014,70.0,France,3.25,Trinitario,Vietnam,0,0
624,Erithaj (A. Morin),Ham Luong,1209,2014,80.0,France,3.0,Trinitario,Vietnam,0,0
625,Erithaj (A. Morin),Ba Lai,1209,2014,74.0,France,3.25,Trinitario,Vietnam,0,0
626,Escazu,Rio Caribe,903,2012,70.0,U.S.A.,2.75,Trinitario,Venezuela,0,0
627,Escazu,Guapiles,414,2009,65.0,U.S.A.,2.0,Unknown,Costa Rica,0,0
628,Escazu,Carenero Superior,423,2009,81.0,U.S.A.,3.5,Criollo,Venezuela,0,0
629,Escazu,"Carenero, Guapiles, Ocumare blend",431,2009,74.0,U.S.A.,2.75,Unknown,"Costa Rica,  Ven",1,0
630,Escazu,Ocumare,252,2008,72.0,U.S.A.,3.0,Criollo,Venezuela,0,0
631,Ethel's Artisan (Mars),"Peru, Madagascar",666,2011,55.0,U.S.A.,2.5,Unknown,"Peru,  Madagascar",1,0
632,Ethel's Artisan (Mars),Trinidad,666,2011,55.0,U.S.A.,2.5,Trinitario,Trinidad,0,0
633,Ethel's Artisan (Mars),Porcelana,666,2011,70.0,U.S.A.,2.5,Criollo,Venezuela,0,0
634,Ethel's Artisan (Mars),Red Vanilla,666,2011,62.0,U.S.A.,2.75,Unknown,Unknown,0,0
635,Ethel's Artisan (Mars),"Venezuela, Trinidad",672,2011,62.0,U.S.A.,2.5,Unknown,"Venezuela,  Trinidad",1,0
636,Ethereal,Belize,1275,2014,80.0,U.S.A.,3.0,Trinitario,Belize,0,0
637,Ethereal,Ecuador,1275,2014,80.0,U.S.A.,3.5,Unknown,Ecuador,0,0
638,Ethereal,Dominican Republic,1275,2014,80.0,U.S.A.,3.75,Unknown,Dominican Republic,0,0
639,Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,75.0,U.S.A.,2.75,Unknown,Brazil,1,0
640,Feitoria Cacao,Blue Mountain,1732,2016,76.0,Portugal,3.0,Unknown,Jamaica,0,0
641,Feitoria Cacao,Cuyagua,1736,2016,76.0,Portugal,2.5,Unknown,Venezuela,0,0
642,Feitoria Cacao,Maya Mountain,1736,2016,76.0,Portugal,2.75,Trinitario,Belize,0,0
643,Felchlin,Grenada,494,2010,58.0,Switzerland,3.5,Trinitario,Grenada,0,0
644,Felchlin,Supremo- SF,105,2006,62.0,Switzerland,2.0,Unknown,Unknown,0,0
645,Felchlin,Elvesia P.,105,2006,74.0,Switzerland,3.0,"Trinitario,  Criollo",Dominican Republic,1,0
646,Felchlin,"Madagascar, Grand Cru",48,2006,64.0,Switzerland,3.0,Criollo,Madagascar,1,0
647,Felchlin,Maracaibo Clasificado,48,2006,65.0,Switzerland,3.0,Criollo,Venezuela,0,0
648,Felchlin,Arriba,48,2006,72.0,Switzerland,3.5,Forastero,Ecuador,0,0
649,Felchlin,"Alto Beni, Cru Savage",56,2006,68.0,Switzerland,4.0,Criollo,Bolivia,1,0
650,Finca,Puerto Rico,1283,2014,65.0,U.S.A.,2.25,Unknown,Puerto Rico,0,0
651,Finca,Dominican Republic,1283,2014,80.0,U.S.A.,3.0,Unknown,Dominican Republic,0,0
652,Finca,Dominican Republic,1283,2014,70.0,U.S.A.,3.25,Unknown,Dominican Republic,0,0
653,Finca,Dominican Republic,1287,2014,85.0,U.S.A.,2.5,Unknown,Dominican Republic,0,0
654,Forever Cacao,Rio Eni,1267,2014,72.0,U.K.,2.75,Criollo,Peru,0,0
655,Forteza (Cortes),Dominican Republic,1776,2016,70.0,Puerto Rico,2.75,Unknown,Dominican Republic,0,0
656,Forteza (Cortes),Puerto Rico,1776,2016,80.0,Puerto Rico,2.75,Unknown,Dominican Republic,0,0
657,Fossa,"Akesson's E., Sambirano V.",1772,2016,70.0,Singapore,2.75,Unknown,Madagascar,1,0
658,Fossa,"Camino Verde P., Balao, Guayas",1776,2016,75.0,Singapore,3.5,Unknown,Ecuador,1,0
659,Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,67.0,Singapore,3.75,Trinitario,Tanzania,1,0
660,Franceschi,Choroni,1355,2014,70.0,Venezuela,3.5,Unknown,Venezuela,0,1
661,Franceschi,Ocumare,1355,2014,70.0,Venezuela,3.75,Unknown,Venezuela,0,1
662,Franceschi,Canoabo,911,2012,70.0,Venezuela,3.75,Unknown,Venezuela,0,1
663,Franceschi,Sur del Lago,915,2012,60.0,Venezuela,3.5,Unknown,Venezuela,0,1
664,Frederic Blondeel,Costa Rica,1538,2015,70.0,Belgium,3.5,Unknown,Costa Rica,0,0
665,Frederic Blondeel,Peru Brutus,1538,2015,75.0,Belgium,3.5,Unknown,Peru,0,0
666,Frederic Blondeel,Vietnam,1542,2015,80.0,Belgium,3.0,Trinitario,Vietnam,0,0
667,Frederic Blondeel,Ghana,1351,2014,60.0,Belgium,3.5,Forastero,Ghana,0,0
668,Frederic Blondeel,Madagascar,1351,2014,65.0,Belgium,3.5,Trinitario,Madagascar,0,0
669,French Broad,"Norandino, batch 161208",1940,2017,70.0,U.S.A.,3.5,Unknown,Peru,1,0
670,French Broad,Guatemala,1634,2015,73.0,U.S.A.,3.5,Unknown,Guatemala,0,0
671,French Broad,San Andres,1209,2014,80.0,U.S.A.,3.0,Unknown,Costa Rica,0,0
672,French Broad,Matagalpa,1295,2014,68.0,U.S.A.,3.25,Unknown,Nicaragua,0,0
673,French Broad,"Palo Blanco, Chulucanas",1042,2013,66.0,U.S.A.,3.5,Unknown,Peru,1,0
674,French Broad,Tumbes Coop,883,2012,70.0,U.S.A.,2.5,Criollo,Peru,0,0
675,French Broad,"Palo Blanco, Chulucanas",883,2012,61.0,U.S.A.,3.5,Unknown,Peru,1,0
676,French Broad,"Palo Blanco w/ panela, Chulucanas",887,2012,81.0,U.S.A.,2.0,Unknown,Peru,1,0
677,French Broad,"Maranon Canyon, Fortunato No. 4",781,2011,70.0,U.S.A.,3.5,Forastero,Peru,1,0
678,French Broad,La Red,785,2011,65.0,U.S.A.,3.5,Unknown,Dominican Republic,0,0
679,Fresco,"Maranon, #228, MR, SC",1383,2014,70.0,U.S.A.,3.0,Forastero,Peru,1,0
680,Fresco,"Maranon, #227, LR, MC",1383,2014,70.0,U.S.A.,3.5,Forastero,Peru,1,0
681,Fresco,"Maranon, #229, MR, LC",1383,2014,70.0,U.S.A.,3.5,Forastero,Peru,1,0
682,Fresco,"Maranon, #230, DR, LC",1387,2014,70.0,U.S.A.,3.5,Forastero,Peru,1,0
683,Fresco,"Conacado, #223, MR, SC",1030,2013,72.0,U.S.A.,3.25,Unknown,Dominican Republic,1,0
684,Fresco,"Conacado, #224, MR, MC",1081,2013,72.0,U.S.A.,3.75,Unknown,Dominican Republic,1,0
685,Fresco,"San Martin, Bellavista Coop, #226, DR, MC",1117,2013,70.0,U.S.A.,3.75,Unknown,Peru,1,0
686,Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,70.0,U.S.A.,4.0,Trinitario,Peru,1,0
687,Fresco,"Markham Valley, #219, LR, MC",899,2012,69.0,U.S.A.,3.5,Unknown,Papua New Guinea,1,0
688,Fresco,"Markham Valley, #221, DR, MC",899,2012,69.0,U.S.A.,3.5,Unknown,Papua New Guinea,1,0
689,Fresco,"Sambirano Valley, #216, MR, LC",915,2012,74.0,U.S.A.,4.0,Trinitario,Madagascar,1,0
690,Fresco,"Markham Valley, #220, MR, MC",927,2012,69.0,U.S.A.,4.0,Trinitario,Papua New Guinea,1,0
691,Fresco,"Markham Valley, #222, LR, 0C",931,2012,69.0,U.S.A.,3.0,Trinitario,Papua New Guinea,1,0
692,Fresco,"Ghana, #211, MR, MC",636,2011,74.0,U.S.A.,2.75,Forastero,Ghana,1,0
693,Fresco,"Jamaica, #209, DR, SC",642,2011,70.0,U.S.A.,3.25,Trinitario,Jamaica,1,0
694,Fresco,"Conacado, #212, LR, SC",642,2011,72.0,U.S.A.,3.5,Unknown,Dominican Republic,1,0
695,Fresco,"Jamaica, #210, DR, MC",642,2011,70.0,U.S.A.,3.5,Trinitario,Jamaica,1,0
696,Fresco,"Sambirano Valley, #214, LR, MC",682,2011,74.0,U.S.A.,2.75,Trinitario,Madagascar,1,0
697,Fresco,"Conacado, #213, DR, -C",682,2011,72.0,U.S.A.,3.25,Unknown,Dominican Republic,1,0
698,Fresco,"Sambirano Valley, #215, MR, MC",688,2011,74.0,U.S.A.,3.0,Trinitario,Madagascar,1,0
699,Fresco,"Chuao, #218, MR, MC",745,2011,76.0,U.S.A.,3.25,Trinitario,Venezuela,1,0
700,Fresco,"Chuao, #217, DR, MC",745,2011,70.0,U.S.A.,4.0,Trinitario,Venezuela,1,0
701,Fresco,"Jamaica, #204, DR, SC",370,2009,80.0,U.S.A.,2.75,Trinitario,Jamaica,1,0
702,Fresco,"Jamaica, #206, DR, LC",370,2009,70.0,U.S.A.,3.0,Trinitario,Jamaica,1,0
703,Fresco,"Jamaica, #205, DR, MC",370,2009,70.0,U.S.A.,3.25,Trinitario,Jamaica,1,0
704,Fresco,"Carenero Superior, #203, MR, SC",370,2009,65.0,U.S.A.,3.5,Criollo,Venezuela,1,0
705,Friis Holm,"Rugoso, Bad Fermentation",1912,2016,70.0,Denmark,3.5,Unknown,Nicaragua,1,0
706,Friis Holm (Bonnat),La Dalia,1680,2015,60.0,Denmark,3.0,Unknown,Nicaragua,0,0
707,Friis Holm (Bonnat),La Dalia,1680,2015,85.0,Denmark,3.25,Unknown,Nicaragua,0,0
708,Friis Holm (Bonnat),La Dalia,1259,2014,70.0,Denmark,3.5,Unknown,Nicaragua,0,0
709,Friis Holm (Bonnat),"Barba, Xoco",1034,2013,70.0,Denmark,3.25,Unknown,Nicaragua,1,0
710,Friis Holm (Bonnat),"Medagla, Xoco",1034,2013,70.0,Denmark,3.5,Unknown,Nicaragua,1,0
711,Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,70.0,Denmark,3.25,"Criollo,  Trinitario",Nicaragua,1,0
712,Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,70.0,Denmark,3.25,"Criollo,  Trinitario",Honduras,1,0
713,Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,2012,70.0,Denmark,3.25,"Criollo,  Trinitario",Nicaragua,1,0
714,Friis Holm (Bonnat),"Rugoso, Xoco",923,2012,70.0,Denmark,3.75,Unknown,Nicaragua,1,0
715,Friis Holm (Bonnat),"Johe, Xoco",623,2011,70.0,Denmark,3.25,"Criollo,  Trinitario",Nicaragua,1,0
716,Friis Holm (Bonnat),"Chuno, Xoco",623,2011,70.0,Denmark,3.5,"Criollo,  Trinitario",Nicaragua,1,0
717,Friis Holm (Bonnat),"Nicaliso, Xoco",623,2011,70.0,Denmark,3.5,"Criollo,  Trinitario",Nicaragua,1,0
718,Fruition,"Wild Bolivian, Batch 2",1780,2016,74.0,U.S.A.,3.75,Beniano,Bolivia,1,0
719,Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,74.0,U.S.A.,4.0,Amazon,Costa Rica,1,0
720,Fruition,Gran Couva,1347,2014,70.0,U.S.A.,3.75,Trinitario,Trinidad,0,0
721,Fruition,Maranon,1359,2014,76.0,U.S.A.,3.0,Forastero,Peru,0,0
722,Fruition,La Red,1046,2013,70.0,U.S.A.,3.75,Unknown,Dominican Republic,0,0
723,Fruition,Camino Verde,1185,2013,75.0,U.S.A.,3.0,Unknown,Ecuador,0,0
724,Fruition,Peru,863,2012,70.0,U.S.A.,2.5,Unknown,Peru,0,0
725,Fruition,Signature Blend,753,2011,66.0,U.S.A.,3.25,Trinitario,Costa Rica,1,0
726,Fruition,Costa Rica,781,2011,70.0,U.S.A.,3.0,Unknown,Costa Rica,0,0
727,Garden Island,"Kaua'I, Alea Estate +world",1367,2014,85.0,U.S.A.,2.5,Blend,Hawaii,1,0
728,Georgia Ramon,Akesson P.,1642,2015,65.0,Germany,3.25,Trinitario,Madagascar,0,0
729,Georgia Ramon,ABOCFA Coop,1642,2015,70.0,Germany,4.0,Forastero,Ghana,0,0
730,Georgia Ramon,Conacado Coop,1646,2015,70.0,Germany,3.5,Trinitario,Dominican Republic,0,0
731,Georgia Ramon,Conacado Coop,1646,2015,80.0,Germany,3.5,Trinitario,Dominican Republic,0,0
732,Georgia Ramon,Akesson P.,1646,2015,75.0,Germany,3.5,Trinitario,Madagascar,0,0
733,Glennmade,"Toledo District, 2015 Harvest",1848,2016,70.0,U.S.A.,3.5,Unknown,Belize,1,0
734,Glennmade,Bahia,1672,2015,66.0,U.S.A.,3.0,"Trinitario,  Forastero",Brazil,1,0
735,Goodnow Farms,"Almendra Blanca, batch 1004",1924,2016,77.0,U.S.A.,2.75,Unknown,Mexico,1,0
736,Goodnow Farms,"El Carmen, batch 1003",1924,2016,77.0,U.S.A.,3.25,Unknown,Nicaragua,1,0
737,Goodnow Farms,"Asochivite, batch 1005",1924,2016,77.0,U.S.A.,3.25,Unknown,Guatemala,1,0
738,Grand Place,"Ben Tre, Dong Nai",741,2011,72.0,Vietnam,3.0,Trinitario,Vietnam,1,1
739,Green & Black's (ICAM),Dark,15,2006,70.0,U.K.,2.5,Unknown,Unknown,0,0
740,Green Bean to Bar,Madagascar,1896,2016,70.0,Japan,3.5,Unknown,Madagascar,0,0
741,Grenada Chocolate Co.,Grenada,494,2010,82.0,Grenada,3.25,Trinitario,Grenada,0,1
742,Grenada Chocolate Co.,Grenada,363,2009,60.0,Grenada,2.75,Trinitario,Grenada,0,1
743,Grenada Chocolate Co.,Grenada,241,2008,71.0,Grenada,2.5,Trinitario,Grenada,0,1
744,Guido Castagna,Arriba,355,2009,64.0,Italy,3.0,Forastero,Ecuador,0,0
745,Guido Castagna,Ghana,355,2009,64.0,Italy,3.0,Forastero,Ghana,0,0
746,Guido Castagna,Trinidad & Tobago,355,2009,64.0,Italy,3.0,Unknown,"Trinidad,  Tobago",0,0
747,Guido Castagna,Lacri Blend,355,2009,76.0,Italy,3.0,Unknown,Venezuela,1,0
748,Guido Castagna,Blend,355,2009,64.0,Italy,3.25,Unknown,"Venezuela,  Trinidad,  Ecuador",1,0
749,Guittard,"Epique, Blend No. 49",1602,2015,70.0,U.S.A.,3.75,Unknown,Unknown,1,0
750,Guittard,Haiti,1053,2013,65.0,U.S.A.,2.75,Unknown,Haiti,0,0
751,Guittard,Nicaragua,1053,2013,65.0,U.S.A.,2.75,Unknown,Nicaragua,0,0
752,Guittard,Jamaica,1053,2013,65.0,U.S.A.,3.25,Trinitario,Jamaica,0,0
753,Guittard,Ecuador,1053,2013,65.0,U.S.A.,3.5,Unknown,Ecuador,0,0
754,Guittard,Coucher du Soleil,654,2011,72.0,U.S.A.,2.75,Unknown,Unknown,0,0
755,Guittard,Lever du Soleil,654,2011,61.0,U.S.A.,3.25,Unknown,Unknown,0,0
756,Guittard,Onyx,654,2011,72.0,U.S.A.,3.25,Unknown,Unknown,0,0
757,Guittard,Trinidad,552,2010,65.0,U.S.A.,3.0,Trinitario,Trinidad,0,0
758,Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,55.0,U.S.A.,3.0,Unknown,Hawaii,1,0
759,Guittard,Nocturne,387,2009,91.0,U.S.A.,3.0,Unknown,Unknown,0,0
760,Guittard,Complexite,387,2009,70.0,U.S.A.,3.5,Blend,Unknown,1,0
761,Guittard,Machu Pichu,259,2008,65.0,U.S.A.,3.0,Unknown,Peru,0,0
762,Guittard,Special Maker Reserve,276,2008,64.0,U.S.A.,3.0,Unknown,Unknown,0,0
763,Guittard,Ocumare,276,2008,65.0,U.S.A.,3.5,Unknown,Venezuela,0,0
764,Guittard,Quetzalcoatl,147,2007,72.0,U.S.A.,3.5,Blend,Unknown,1,0
765,Guittard,Chucuri,15,2006,65.0,U.S.A.,3.0,Trinitario,Colombia,0,0
766,Guittard,Sur del Lago,87,2006,65.0,U.S.A.,2.5,"Trinitario,  Criollo",Venezuela,1,0
767,Guittard,"Sambirano, Ambanja",87,2006,65.0,U.S.A.,3.5,Criollo,Madagascar,1,0
768,Guittard,"Los Rios, Quevedo",93,2006,65.0,U.S.A.,3.5,Forastero,Ecuador,1,0
769,Guittard,Tsaranta,93,2006,61.0,U.S.A.,3.5,Blend,Unknown,1,0
770,Guittard,Semisweet,99,2006,61.0,U.S.A.,3.0,Blend,Unknown,1,0
771,Habitual,Papua New Guinea,1197,2014,80.0,Canada,2.75,Unknown,Papua New Guinea,0,0
772,Habitual,Campesino w/ nibs,1197,2014,74.0,Canada,2.75,Unknown,Unknown,0,0
773,Habitual,Dominican Republic,1197,2014,75.0,Canada,3.25,Unknown,Dominican Republic,0,0
774,Habitual,Trinitario,1197,2014,70.0,Canada,3.5,Trinitario,Unknown,0,0
775,Habitual,Downtown London,1201,2014,65.0,Canada,2.75,Unknown,Unknown,0,0
776,Habitual,Africa meets Latina,1201,2014,70.0,Canada,3.0,Unknown,Unknown,0,0
777,Habitual,Amazonas,1201,2014,80.0,Canada,3.0,Unknown,Unknown,0,0
778,Habitual,Sharkey,1201,2014,66.0,Canada,3.25,Unknown,Hawaii,0,0
779,Habitual,one hundred,1205,2014,100.0,Canada,2.0,Unknown,Unknown,0,0
780,Hachez,Arriba,166,2007,77.0,Germany,2.5,Forastero,Ecuador,0,0
781,Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,55.0,Ecuador,2.75,Trinitario,Ecuador,0,1
782,Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,70.0,Ecuador,3.0,Trinitario,Ecuador,0,1
783,Haigh,South America and Africa,701,2011,70.0,Australia,3.0,Unknown,"South America,  Africa",0,0
